session_id,timestamp,accX,accY,accZ,gyroX,gyroY,gyroZ,pitch,roll,yaw,latitude,longitude,altitude,speed,accuracy,heartRate,spo2,pressure,activity
SESSION_20260901_205752_B498,1788276473611,0.2801216,-0.17956513,9.555259,-0.007330383,-0.002443461,0.0012217305,1.8389562,-1.3802645,-11.210859,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,STANDING
SESSION_20260901_205752_B498,1788276473631,0.22266077,-0.24899697,9.600749,-0.007330383,-0.002443461,0.0012217305,1.8389562,-1.3802645,-11.210859,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,STANDING
SESSION_20260901_205752_B498,1788276473631,0.22266077,-0.24899697,9.600749,-0.0061086523,-0.0036651916,0.0012217305,1.8389562,-1.3802645,-11.210859,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,STANDING
SESSION_20260901_205752_B498,1788276473631,0.22266077,-0.24899697,9.600749,-0.0061086523,-0.0036651916,0.0012217305,1.8359647,-1.3848009,-11.212091,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,STANDING
SESSION_20260901_205752_B498,1788276473651,0.24660277,-0.21787235,9.588778,-0.0061086523,-0.0036651916,0.0012217305,1.8359647,-1.3848009,-11.212091,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,STANDING
SESSION_20260901_205752_B498,1788276473651,0.24660277,-0.21787235,9.588778,-0.008552114,-0.002443461,0.0,1.8359647,-1.3848009,-11.212091,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,STANDING
SESSION_20260901_205752_B498,1788276473651,0.24660277,-0.21787235,9.588778,-0.008552114,-0.002443461,0.0,1.8264912,-1.3913558,-11.21325,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,STANDING
SESSION_20260901_205752_B498,1788276473671,0.24899697,-0.260968,9.502586,-0.008552114,-0.002443461,0.0,1.8264912,-1.3913558,-11.21325,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,STANDING
SESSION_20260901_205752_B498,1788276473671,0.24899697,-0.260968,9.502586,-0.008552114,-0.002443461,0.0,1.8264912,-1.3913558,-11.21325,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,STANDING
SESSION_20260901_205752_B498,1788276473671,0.24899697,-0.260968,9.502586,-0.008552114,-0.002443461,0.0,1.8158103,-1.3974632,-11.213614,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,STANDING
SESSION_20260901_205752_B498,1788276473691,0.22984336,-0.31603462,9.52174,-0.008552114,-0.002443461,0.0,1.8158103,-1.3974632,-11.213614,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,STANDING
SESSION_20260901_205752_B498,1788276473691,0.22984336,-0.31603462,9.52174,-0.007330383,-0.0036651916,0.0012217305,1.8158103,-1.3974632,-11.213614,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,STANDING
SESSION_20260901_205752_B498,1788276473691,0.22984336,-0.31603462,9.52174,-0.007330383,-0.0036651916,0.0012217305,1.8053439,-1.4011427,-11.213332,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,STANDING
SESSION_20260901_205752_B498,1788276473711,0.1604115,-0.2705448,9.442732,-0.007330383,-0.0036651916,0.0012217305,1.8053439,-1.4011427,-11.213332,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,STANDING
SESSION_20260901_205752_B498,1788276473711,0.1604115,-0.2705448,9.442732,-0.007330383,-0.002443461,0.0012217305,1.8053439,-1.4011427,-11.213332,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,STANDING
SESSION_20260901_205752_B498,1788276473711,0.1604115,-0.2705448,9.442732,-0.007330383,-0.002443461,0.0012217305,1.8020643,-1.4016874,-11.21382,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,STANDING
SESSION_20260901_205752_B498,1788276473731,0.22266077,-0.37828386,9.52174,-0.007330383,-0.002443461,0.0012217305,1.8020643,-1.4016874,-11.21382,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,STANDING
SESSION_20260901_205752_B498,1788276473731,0.22266077,-0.37828386,9.52174,-0.008552114,-0.002443461,0.0012217305,1.8020643,-1.4016874,-11.21382,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,STANDING
SESSION_20260901_205752_B498,1788276473731,0.22266077,-0.37828386,9.52174,-0.008552114,-0.002443461,0.0012217305,1.7988795,-1.396112,-11.214738,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,STANDING
SESSION_20260901_205752_B498,1788276473751,0.20111294,-0.23942018,9.49301,-0.008552114,-0.002443461,0.0012217305,1.7988795,-1.396112,-11.214738,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,STANDING
SESSION_20260901_205752_B498,1788276473751,0.20111294,-0.23942018,9.49301,-0.008552114,-0.002443461,0.0,1.7988795,-1.396112,-11.214738,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,STANDING
SESSION_20260901_205752_B498,1788276473751,0.20111294,-0.23942018,9.49301,-0.008552114,-0.002443461,0.0,1.8054198,-1.3945317,-11.215956,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,STANDING
