device,acc_peak_th,p_th,acc_min_th,consec,mem,recall,precision,f1,fpr,fa_sessions,high_motion_fas,fa_details,falls_by_type
watch,20.0,0.6,None,2,2,0.8,0.6153846153846154,0.6956521739130435,0.2,5,3,"{'JUMPING': 3, 'STANDING': 2}","{'FALL_BACKWARD': 1, 'FALL_FORWARD': 5, 'FALL_FROM_SITTING': 0, 'FALL_LEFT': 1, 'FALL_RIGHT': 1}"
watch,20.0,0.6,None,2,3,0.8,0.6153846153846154,0.6956521739130435,0.2,5,3,"{'JUMPING': 3, 'STANDING': 2}","{'FALL_BACKWARD': 1, 'FALL_FORWARD': 5, 'FALL_FROM_SITTING': 0, 'FALL_LEFT': 1, 'FALL_RIGHT': 1}"
watch,20.0,0.6,8.0,2,2,0.8,0.6153846153846154,0.6956521739130435,0.2,5,3,"{'JUMPING': 3, 'STANDING': 2}","{'FALL_BACKWARD': 1, 'FALL_FORWARD': 5, 'FALL_FROM_SITTING': 0, 'FALL_LEFT': 1, 'FALL_RIGHT': 1}"
watch,20.0,0.6,8.0,2,3,0.8,0.6153846153846154,0.6956521739130435,0.2,5,3,"{'JUMPING': 3, 'STANDING': 2}","{'FALL_BACKWARD': 1, 'FALL_FORWARD': 5, 'FALL_FROM_SITTING': 0, 'FALL_LEFT': 1, 'FALL_RIGHT': 1}"
watch,22.0,0.6,None,2,2,0.8,0.6153846153846154,0.6956521739130435,0.2,5,3,"{'JUMPING': 3, 'STANDING': 2}","{'FALL_BACKWARD': 1, 'FALL_FORWARD': 5, 'FALL_FROM_SITTING': 0, 'FALL_LEFT': 1, 'FALL_RIGHT': 1}"
watch,22.0,0.6,None,2,3,0.8,0.6153846153846154,0.6956521739130435,0.2,5,3,"{'JUMPING': 3, 'STANDING': 2}","{'FALL_BACKWARD': 1, 'FALL_FORWARD': 5, 'FALL_FROM_SITTING': 0, 'FALL_LEFT': 1, 'FALL_RIGHT': 1}"
watch,22.0,0.6,8.0,2,2,0.8,0.6153846153846154,0.6956521739130435,0.2,5,3,"{'JUMPING': 3, 'STANDING': 2}","{'FALL_BACKWARD': 1, 'FALL_FORWARD': 5, 'FALL_FROM_SITTING': 0, 'FALL_LEFT': 1, 'FALL_RIGHT': 1}"
watch,22.0,0.6,8.0,2,3,0.8,0.6153846153846154,0.6956521739130435,0.2,5,3,"{'JUMPING': 3, 'STANDING': 2}","{'FALL_BACKWARD': 1, 'FALL_FORWARD': 5, 'FALL_FROM_SITTING': 0, 'FALL_LEFT': 1, 'FALL_RIGHT': 1}"
watch,25.0,0.6,None,2,2,0.8,0.6153846153846154,0.6956521739130435,0.2,5,3,"{'JUMPING': 3, 'STANDING': 2}","{'FALL_BACKWARD': 1, 'FALL_FORWARD': 5, 'FALL_FROM_SITTING': 0, 'FALL_LEFT': 1, 'FALL_RIGHT': 1}"
watch,25.0,0.6,None,2,3,0.8,0.6153846153846154,0.6956521739130435,0.2,5,3,"{'JUMPING': 3, 'STANDING': 2}","{'FALL_BACKWARD': 1, 'FALL_FORWARD': 5, 'FALL_FROM_SITTING': 0, 'FALL_LEFT': 1, 'FALL_RIGHT': 1}"
watch,25.0,0.6,8.0,2,2,0.8,0.6153846153846154,0.6956521739130435,0.2,5,3,"{'JUMPING': 3, 'STANDING': 2}","{'FALL_BACKWARD': 1, 'FALL_FORWARD': 5, 'FALL_FROM_SITTING': 0, 'FALL_LEFT': 1, 'FALL_RIGHT': 1}"
watch,25.0,0.6,8.0,2,3,0.8,0.6153846153846154,0.6956521739130435,0.2,5,3,"{'JUMPING': 3, 'STANDING': 2}","{'FALL_BACKWARD': 1, 'FALL_FORWARD': 5, 'FALL_FROM_SITTING': 0, 'FALL_LEFT': 1, 'FALL_RIGHT': 1}"
watch,28.0,0.6,None,2,2,0.8,0.6153846153846154,0.6956521739130435,0.2,5,3,"{'JUMPING': 3, 'STANDING': 2}","{'FALL_BACKWARD': 1, 'FALL_FORWARD': 5, 'FALL_FROM_SITTING': 0, 'FALL_LEFT': 1, 'FALL_RIGHT': 1}"
watch,28.0,0.6,None,2,3,0.8,0.6153846153846154,0.6956521739130435,0.2,5,3,"{'JUMPING': 3, 'STANDING': 2}","{'FALL_BACKWARD': 1, 'FALL_FORWARD': 5, 'FALL_FROM_SITTING': 0, 'FALL_LEFT': 1, 'FALL_RIGHT': 1}"
watch,28.0,0.6,8.0,2,2,0.8,0.6153846153846154,0.6956521739130435,0.2,5,3,"{'JUMPING': 3, 'STANDING': 2}","{'FALL_BACKWARD': 1, 'FALL_FORWARD': 5, 'FALL_FROM_SITTING': 0, 'FALL_LEFT': 1, 'FALL_RIGHT': 1}"
watch,28.0,0.6,8.0,2,3,0.8,0.6153846153846154,0.6956521739130435,0.2,5,3,"{'JUMPING': 3, 'STANDING': 2}","{'FALL_BACKWARD': 1, 'FALL_FORWARD': 5, 'FALL_FROM_SITTING': 0, 'FALL_LEFT': 1, 'FALL_RIGHT': 1}"
watch,30.0,0.6,None,2,2,0.8,0.6153846153846154,0.6956521739130435,0.2,5,3,"{'JUMPING': 3, 'STANDING': 2}","{'FALL_BACKWARD': 1, 'FALL_FORWARD': 5, 'FALL_FROM_SITTING': 0, 'FALL_LEFT': 1, 'FALL_RIGHT': 1}"
watch,30.0,0.6,None,2,3,0.8,0.6153846153846154,0.6956521739130435,0.2,5,3,"{'JUMPING': 3, 'STANDING': 2}","{'FALL_BACKWARD': 1, 'FALL_FORWARD': 5, 'FALL_FROM_SITTING': 0, 'FALL_LEFT': 1, 'FALL_RIGHT': 1}"
watch,30.0,0.6,8.0,2,2,0.8,0.6153846153846154,0.6956521739130435,0.2,5,3,"{'JUMPING': 3, 'STANDING': 2}","{'FALL_BACKWARD': 1, 'FALL_FORWARD': 5, 'FALL_FROM_SITTING': 0, 'FALL_LEFT': 1, 'FALL_RIGHT': 1}"
watch,30.0,0.6,8.0,2,3,0.8,0.6153846153846154,0.6956521739130435,0.2,5,3,"{'JUMPING': 3, 'STANDING': 2}","{'FALL_BACKWARD': 1, 'FALL_FORWARD': 5, 'FALL_FROM_SITTING': 0, 'FALL_LEFT': 1, 'FALL_RIGHT': 1}"
watch,18.0,0.45,None,2,2,0.9,0.5625,0.6923076923076923,0.28,7,3,"{'SITTING': 1, 'LYING_DOWN': 1, 'JUMPING': 3, 'STANDING': 2}","{'FALL_BACKWARD': 1, 'FALL_FORWARD': 5, 'FALL_FROM_SITTING': 1, 'FALL_LEFT': 1, 'FALL_RIGHT': 1}"
watch,18.0,0.45,8.0,2,2,0.9,0.5625,0.6923076923076923,0.28,7,3,"{'SITTING': 1, 'LYING_DOWN': 1, 'JUMPING': 3, 'STANDING': 2}","{'FALL_BACKWARD': 1, 'FALL_FORWARD': 5, 'FALL_FROM_SITTING': 1, 'FALL_LEFT': 1, 'FALL_RIGHT': 1}"
watch,18.0,0.55,None,1,2,0.9,0.5625,0.6923076923076923,0.28,7,3,"{'SITTING': 1, 'LYING_DOWN': 1, 'JUMPING': 3, 'STANDING': 2}","{'FALL_BACKWARD': 1, 'FALL_FORWARD': 5, 'FALL_FROM_SITTING': 1, 'FALL_LEFT': 1, 'FALL_RIGHT': 1}"
watch,18.0,0.55,8.0,1,2,0.9,0.5625,0.6923076923076923,0.28,7,3,"{'SITTING': 1, 'LYING_DOWN': 1, 'JUMPING': 3, 'STANDING': 2}","{'FALL_BACKWARD': 1, 'FALL_FORWARD': 5, 'FALL_FROM_SITTING': 1, 'FALL_LEFT': 1, 'FALL_RIGHT': 1}"
watch,20.0,0.45,None,2,2,0.9,0.5625,0.6923076923076923,0.28,7,3,"{'SITTING': 1, 'LYING_DOWN': 1, 'JUMPING': 3, 'STANDING': 2}","{'FALL_BACKWARD': 1, 'FALL_FORWARD': 5, 'FALL_FROM_SITTING': 1, 'FALL_LEFT': 1, 'FALL_RIGHT': 1}"
watch,20.0,0.45,8.0,2,2,0.9,0.5625,0.6923076923076923,0.28,7,3,"{'SITTING': 1, 'LYING_DOWN': 1, 'JUMPING': 3, 'STANDING': 2}","{'FALL_BACKWARD': 1, 'FALL_FORWARD': 5, 'FALL_FROM_SITTING': 1, 'FALL_LEFT': 1, 'FALL_RIGHT': 1}"
watch,20.0,0.55,None,1,2,0.9,0.5625,0.6923076923076923,0.28,7,3,"{'SITTING': 1, 'LYING_DOWN': 1, 'JUMPING': 3, 'STANDING': 2}","{'FALL_BACKWARD': 1, 'FALL_FORWARD': 5, 'FALL_FROM_SITTING': 1, 'FALL_LEFT': 1, 'FALL_RIGHT': 1}"
watch,20.0,0.55,8.0,1,2,0.9,0.5625,0.6923076923076923,0.28,7,3,"{'SITTING': 1, 'LYING_DOWN': 1, 'JUMPING': 3, 'STANDING': 2}","{'FALL_BACKWARD': 1, 'FALL_FORWARD': 5, 'FALL_FROM_SITTING': 1, 'FALL_LEFT': 1, 'FALL_RIGHT': 1}"
watch,22.0,0.45,None,2,2,0.9,0.5625,0.6923076923076923,0.28,7,3,"{'SITTING': 1, 'LYING_DOWN': 1, 'JUMPING': 3, 'STANDING': 2}","{'FALL_BACKWARD': 1, 'FALL_FORWARD': 5, 'FALL_FROM_SITTING': 1, 'FALL_LEFT': 1, 'FALL_RIGHT': 1}"
watch,22.0,0.45,8.0,2,2,0.9,0.5625,0.6923076923076923,0.28,7,3,"{'SITTING': 1, 'LYING_DOWN': 1, 'JUMPING': 3, 'STANDING': 2}","{'FALL_BACKWARD': 1, 'FALL_FORWARD': 5, 'FALL_FROM_SITTING': 1, 'FALL_LEFT': 1, 'FALL_RIGHT': 1}"
watch,25.0,0.45,None,2,2,0.9,0.5625,0.6923076923076923,0.28,7,3,"{'SITTING': 1, 'LYING_DOWN': 1, 'JUMPING': 3, 'STANDING': 2}","{'FALL_BACKWARD': 1, 'FALL_FORWARD': 5, 'FALL_FROM_SITTING': 1, 'FALL_LEFT': 1, 'FALL_RIGHT': 1}"
watch,25.0,0.45,8.0,2,2,0.9,0.5625,0.6923076923076923,0.28,7,3,"{'SITTING': 1, 'LYING_DOWN': 1, 'JUMPING': 3, 'STANDING': 2}","{'FALL_BACKWARD': 1, 'FALL_FORWARD': 5, 'FALL_FROM_SITTING': 1, 'FALL_LEFT': 1, 'FALL_RIGHT': 1}"
watch,28.0,0.45,None,2,2,0.9,0.5625,0.6923076923076923,0.28,7,3,"{'SITTING': 1, 'LYING_DOWN': 1, 'JUMPING': 3, 'STANDING': 2}","{'FALL_BACKWARD': 1, 'FALL_FORWARD': 5, 'FALL_FROM_SITTING': 1, 'FALL_LEFT': 1, 'FALL_RIGHT': 1}"
watch,28.0,0.45,8.0,2,2,0.9,0.5625,0.6923076923076923,0.28,7,3,"{'SITTING': 1, 'LYING_DOWN': 1, 'JUMPING': 3, 'STANDING': 2}","{'FALL_BACKWARD': 1, 'FALL_FORWARD': 5, 'FALL_FROM_SITTING': 1, 'FALL_LEFT': 1, 'FALL_RIGHT': 1}"
watch,30.0,0.45,None,2,2,0.9,0.5625,0.6923076923076923,0.28,7,3,"{'SITTING': 1, 'LYING_DOWN': 1, 'JUMPING': 3, 'STANDING': 2}","{'FALL_BACKWARD': 1, 'FALL_FORWARD': 5, 'FALL_FROM_SITTING': 1, 'FALL_LEFT': 1, 'FALL_RIGHT': 1}"
watch,30.0,0.45,8.0,2,2,0.9,0.5625,0.6923076923076923,0.28,7,3,"{'SITTING': 1, 'LYING_DOWN': 1, 'JUMPING': 3, 'STANDING': 2}","{'FALL_BACKWARD': 1, 'FALL_FORWARD': 5, 'FALL_FROM_SITTING': 1, 'FALL_LEFT': 1, 'FALL_RIGHT': 1}"
watch,22.0,0.5,None,1,2,0.9,0.5625,0.6923076923076923,0.28,7,4,"{'RUNNING': 1, 'LYING_DOWN': 1, 'JUMPING': 3, 'STANDING': 2}","{'FALL_BACKWARD': 1, 'FALL_FORWARD': 5, 'FALL_FROM_SITTING': 1, 'FALL_LEFT': 1, 'FALL_RIGHT': 1}"
watch,22.0,0.5,8.0,1,2,0.9,0.5625,0.6923076923076923,0.28,7,4,"{'RUNNING': 1, 'LYING_DOWN': 1, 'JUMPING': 3, 'STANDING': 2}","{'FALL_BACKWARD': 1, 'FALL_FORWARD': 5, 'FALL_FROM_SITTING': 1, 'FALL_LEFT': 1, 'FALL_RIGHT': 1}"
watch,25.0,0.5,None,1,2,0.9,0.5625,0.6923076923076923,0.28,7,4,"{'RUNNING': 1, 'LYING_DOWN': 1, 'JUMPING': 3, 'STANDING': 2}","{'FALL_BACKWARD': 1, 'FALL_FORWARD': 5, 'FALL_FROM_SITTING': 1, 'FALL_LEFT': 1, 'FALL_RIGHT': 1}"
watch,25.0,0.5,8.0,1,2,0.9,0.5625,0.6923076923076923,0.28,7,4,"{'RUNNING': 1, 'LYING_DOWN': 1, 'JUMPING': 3, 'STANDING': 2}","{'FALL_BACKWARD': 1, 'FALL_FORWARD': 5, 'FALL_FROM_SITTING': 1, 'FALL_LEFT': 1, 'FALL_RIGHT': 1}"
watch,28.0,0.5,None,1,2,0.9,0.5625,0.6923076923076923,0.28,7,4,"{'RUNNING': 1, 'LYING_DOWN': 1, 'JUMPING': 3, 'STANDING': 2}","{'FALL_BACKWARD': 1, 'FALL_FORWARD': 5, 'FALL_FROM_SITTING': 1, 'FALL_LEFT': 1, 'FALL_RIGHT': 1}"
watch,28.0,0.5,8.0,1,2,0.9,0.5625,0.6923076923076923,0.28,7,4,"{'RUNNING': 1, 'LYING_DOWN': 1, 'JUMPING': 3, 'STANDING': 2}","{'FALL_BACKWARD': 1, 'FALL_FORWARD': 5, 'FALL_FROM_SITTING': 1, 'FALL_LEFT': 1, 'FALL_RIGHT': 1}"
watch,30.0,0.5,None,1,2,0.9,0.5625,0.6923076923076923,0.28,7,4,"{'RUNNING': 1, 'LYING_DOWN': 1, 'JUMPING': 3, 'STANDING': 2}","{'FALL_BACKWARD': 1, 'FALL_FORWARD': 5, 'FALL_FROM_SITTING': 1, 'FALL_LEFT': 1, 'FALL_RIGHT': 1}"
watch,30.0,0.5,8.0,1,2,0.9,0.5625,0.6923076923076923,0.28,7,4,"{'RUNNING': 1, 'LYING_DOWN': 1, 'JUMPING': 3, 'STANDING': 2}","{'FALL_BACKWARD': 1, 'FALL_FORWARD': 5, 'FALL_FROM_SITTING': 1, 'FALL_LEFT': 1, 'FALL_RIGHT': 1}"
watch,28.0,0.35,None,2,2,1.0,0.5263157894736842,0.6896551724137931,0.36,9,3,"{'SITTING': 2, 'LYING_DOWN': 1, 'JUMPING': 3, 'SIT_DOWN': 1, 'STANDING': 2}","{'FALL_BACKWARD': 1, 'FALL_FORWARD': 5, 'FALL_FROM_SITTING': 1, 'FALL_LEFT': 1, 'FALL_RIGHT': 2}"
watch,28.0,0.35,8.0,2,2,1.0,0.5263157894736842,0.6896551724137931,0.36,9,3,"{'SITTING': 2, 'LYING_DOWN': 1, 'JUMPING': 3, 'SIT_DOWN': 1, 'STANDING': 2}","{'FALL_BACKWARD': 1, 'FALL_FORWARD': 5, 'FALL_FROM_SITTING': 1, 'FALL_LEFT': 1, 'FALL_RIGHT': 2}"
watch,28.0,0.4,None,2,3,1.0,0.5263157894736842,0.6896551724137931,0.36,9,3,"{'SITTING': 2, 'LYING_DOWN': 1, 'JUMPING': 3, 'STAND_UP': 1, 'STANDING': 2}","{'FALL_BACKWARD': 1, 'FALL_FORWARD': 5, 'FALL_FROM_SITTING': 1, 'FALL_LEFT': 1, 'FALL_RIGHT': 2}"
watch,28.0,0.4,8.0,2,3,1.0,0.5263157894736842,0.6896551724137931,0.36,9,3,"{'SITTING': 2, 'LYING_DOWN': 1, 'JUMPING': 3, 'STAND_UP': 1, 'STANDING': 2}","{'FALL_BACKWARD': 1, 'FALL_FORWARD': 5, 'FALL_FROM_SITTING': 1, 'FALL_LEFT': 1, 'FALL_RIGHT': 2}"
watch,30.0,0.35,None,2,2,1.0,0.5263157894736842,0.6896551724137931,0.36,9,3,"{'SITTING': 2, 'LYING_DOWN': 1, 'JUMPING': 3, 'SIT_DOWN': 1, 'STANDING': 2}","{'FALL_BACKWARD': 1, 'FALL_FORWARD': 5, 'FALL_FROM_SITTING': 1, 'FALL_LEFT': 1, 'FALL_RIGHT': 2}"
watch,30.0,0.35,8.0,2,2,1.0,0.5263157894736842,0.6896551724137931,0.36,9,3,"{'SITTING': 2, 'LYING_DOWN': 1, 'JUMPING': 3, 'SIT_DOWN': 1, 'STANDING': 2}","{'FALL_BACKWARD': 1, 'FALL_FORWARD': 5, 'FALL_FROM_SITTING': 1, 'FALL_LEFT': 1, 'FALL_RIGHT': 2}"
watch,30.0,0.4,None,2,3,1.0,0.5263157894736842,0.6896551724137931,0.36,9,3,"{'SITTING': 2, 'LYING_DOWN': 1, 'JUMPING': 3, 'STAND_UP': 1, 'STANDING': 2}","{'FALL_BACKWARD': 1, 'FALL_FORWARD': 5, 'FALL_FROM_SITTING': 1, 'FALL_LEFT': 1, 'FALL_RIGHT': 2}"
watch,30.0,0.4,8.0,2,3,1.0,0.5263157894736842,0.6896551724137931,0.36,9,3,"{'SITTING': 2, 'LYING_DOWN': 1, 'JUMPING': 3, 'STAND_UP': 1, 'STANDING': 2}","{'FALL_BACKWARD': 1, 'FALL_FORWARD': 5, 'FALL_FROM_SITTING': 1, 'FALL_LEFT': 1, 'FALL_RIGHT': 2}"
watch,18.0,0.5,None,1,3,1.0,0.5263157894736842,0.6896551724137931,0.36,9,4,"{'SITTING': 1, 'RUNNING': 1, 'LYING_DOWN': 2, 'JUMPING': 3, 'STANDING': 2}","{'FALL_BACKWARD': 1, 'FALL_FORWARD': 5, 'FALL_FROM_SITTING': 1, 'FALL_LEFT': 1, 'FALL_RIGHT': 2}"
watch,18.0,0.5,8.0,1,3,1.0,0.5263157894736842,0.6896551724137931,0.36,9,4,"{'SITTING': 1, 'RUNNING': 1, 'LYING_DOWN': 2, 'JUMPING': 3, 'STANDING': 2}","{'FALL_BACKWARD': 1, 'FALL_FORWARD': 5, 'FALL_FROM_SITTING': 1, 'FALL_LEFT': 1, 'FALL_RIGHT': 2}"
watch,28.0,0.45,None,1,2,1.0,0.5263157894736842,0.6896551724137931,0.36,9,4,"{'SITTING': 2, 'RUNNING': 1, 'LYING_DOWN': 1, 'JUMPING': 3, 'STANDING': 2}","{'FALL_BACKWARD': 1, 'FALL_FORWARD': 5, 'FALL_FROM_SITTING': 1, 'FALL_LEFT': 1, 'FALL_RIGHT': 2}"
watch,28.0,0.45,8.0,1,2,1.0,0.5263157894736842,0.6896551724137931,0.36,9,4,"{'SITTING': 2, 'RUNNING': 1, 'LYING_DOWN': 1, 'JUMPING': 3, 'STANDING': 2}","{'FALL_BACKWARD': 1, 'FALL_FORWARD': 5, 'FALL_FROM_SITTING': 1, 'FALL_LEFT': 1, 'FALL_RIGHT': 2}"
watch,30.0,0.45,None,1,2,1.0,0.5263157894736842,0.6896551724137931,0.36,9,4,"{'SITTING': 2, 'RUNNING': 1, 'LYING_DOWN': 1, 'JUMPING': 3, 'STANDING': 2}","{'FALL_BACKWARD': 1, 'FALL_FORWARD': 5, 'FALL_FROM_SITTING': 1, 'FALL_LEFT': 1, 'FALL_RIGHT': 2}"
watch,30.0,0.45,8.0,1,2,1.0,0.5263157894736842,0.6896551724137931,0.36,9,4,"{'SITTING': 2, 'RUNNING': 1, 'LYING_DOWN': 1, 'JUMPING': 3, 'STANDING': 2}","{'FALL_BACKWARD': 1, 'FALL_FORWARD': 5, 'FALL_FROM_SITTING': 1, 'FALL_LEFT': 1, 'FALL_RIGHT': 2}"
watch,28.0,0.4,None,2,2,0.9,0.5294117647058824,0.6666666666666667,0.32,8,3,"{'SITTING': 2, 'LYING_DOWN': 1, 'JUMPING': 3, 'STANDING': 2}","{'FALL_BACKWARD': 1, 'FALL_FORWARD': 5, 'FALL_FROM_SITTING': 1, 'FALL_LEFT': 1, 'FALL_RIGHT': 1}"
watch,28.0,0.4,8.0,2,2,0.9,0.5294117647058824,0.6666666666666667,0.32,8,3,"{'SITTING': 2, 'LYING_DOWN': 1, 'JUMPING': 3, 'STANDING': 2}","{'FALL_BACKWARD': 1, 'FALL_FORWARD': 5, 'FALL_FROM_SITTING': 1, 'FALL_LEFT': 1, 'FALL_RIGHT': 1}"
watch,30.0,0.4,None,2,2,0.9,0.5294117647058824,0.6666666666666667,0.32,8,3,"{'SITTING': 2, 'LYING_DOWN': 1, 'JUMPING': 3, 'STANDING': 2}","{'FALL_BACKWARD': 1, 'FALL_FORWARD': 5, 'FALL_FROM_SITTING': 1, 'FALL_LEFT': 1, 'FALL_RIGHT': 1}"
watch,30.0,0.4,8.0,2,2,0.9,0.5294117647058824,0.6666666666666667,0.32,8,3,"{'SITTING': 2, 'LYING_DOWN': 1, 'JUMPING': 3, 'STANDING': 2}","{'FALL_BACKWARD': 1, 'FALL_FORWARD': 5, 'FALL_FROM_SITTING': 1, 'FALL_LEFT': 1, 'FALL_RIGHT': 1}"
watch,20.0,0.5,None,1,2,0.9,0.5294117647058824,0.6666666666666667,0.32,8,4,"{'SITTING': 1, 'RUNNING': 1, 'LYING_DOWN': 1, 'JUMPING': 3, 'STANDING': 2}","{'FALL_BACKWARD': 1, 'FALL_FORWARD': 5, 'FALL_FROM_SITTING': 1, 'FALL_LEFT': 1, 'FALL_RIGHT': 1}"
watch,20.0,0.5,8.0,1,2,0.9,0.5294117647058824,0.6666666666666667,0.32,8,4,"{'SITTING': 1, 'RUNNING': 1, 'LYING_DOWN': 1, 'JUMPING': 3, 'STANDING': 2}","{'FALL_BACKWARD': 1, 'FALL_FORWARD': 5, 'FALL_FROM_SITTING': 1, 'FALL_LEFT': 1, 'FALL_RIGHT': 1}"
watch,25.0,0.4,None,2,3,1.0,0.5,0.6666666666666666,0.4,10,3,"{'SITTING': 2, 'LYING_DOWN': 1, 'JUMPING': 3, 'STAND_UP': 2, 'STANDING': 2}","{'FALL_BACKWARD': 1, 'FALL_FORWARD': 5, 'FALL_FROM_SITTING': 1, 'FALL_LEFT': 1, 'FALL_RIGHT': 2}"
watch,25.0,0.4,8.0,2,3,1.0,0.5,0.6666666666666666,0.4,10,3,"{'SITTING': 2, 'LYING_DOWN': 1, 'JUMPING': 3, 'STAND_UP': 2, 'STANDING': 2}","{'FALL_BACKWARD': 1, 'FALL_FORWARD': 5, 'FALL_FROM_SITTING': 1, 'FALL_LEFT': 1, 'FALL_RIGHT': 2}"
watch,28.0,0.35,None,2,3,1.0,0.5,0.6666666666666666,0.4,10,3,"{'SITTING': 2, 'LYING_DOWN': 1, 'JUMPING': 3, 'SIT_DOWN': 1, 'STAND_UP': 1, 'STANDING': 2}","{'FALL_BACKWARD': 1, 'FALL_FORWARD': 5, 'FALL_FROM_SITTING': 1, 'FALL_LEFT': 1, 'FALL_RIGHT': 2}"
watch,28.0,0.35,8.0,2,3,1.0,0.5,0.6666666666666666,0.4,10,3,"{'SITTING': 2, 'LYING_DOWN': 1, 'JUMPING': 3, 'SIT_DOWN': 1, 'STAND_UP': 1, 'STANDING': 2}","{'FALL_BACKWARD': 1, 'FALL_FORWARD': 5, 'FALL_FROM_SITTING': 1, 'FALL_LEFT': 1, 'FALL_RIGHT': 2}"
watch,30.0,0.35,None,2,3,1.0,0.5,0.6666666666666666,0.4,10,3,"{'SITTING': 2, 'LYING_DOWN': 1, 'JUMPING': 3, 'SIT_DOWN': 1, 'STAND_UP': 1, 'STANDING': 2}","{'FALL_BACKWARD': 1, 'FALL_FORWARD': 5, 'FALL_FROM_SITTING': 1, 'FALL_LEFT': 1, 'FALL_RIGHT': 2}"
watch,30.0,0.35,8.0,2,3,1.0,0.5,0.6666666666666666,0.4,10,3,"{'SITTING': 2, 'LYING_DOWN': 1, 'JUMPING': 3, 'SIT_DOWN': 1, 'STAND_UP': 1, 'STANDING': 2}","{'FALL_BACKWARD': 1, 'FALL_FORWARD': 5, 'FALL_FROM_SITTING': 1, 'FALL_LEFT': 1, 'FALL_RIGHT': 2}"
watch,28.0,0.45,None,1,3,1.0,0.5,0.6666666666666666,0.4,10,4,"{'SITTING': 2, 'RUNNING': 1, 'LYING_DOWN': 1, 'JUMPING': 3, 'STAND_UP': 1, 'STANDING': 2}","{'FALL_BACKWARD': 1, 'FALL_FORWARD': 5, 'FALL_FROM_SITTING': 1, 'FALL_LEFT': 1, 'FALL_RIGHT': 2}"
watch,28.0,0.45,8.0,1,3,1.0,0.5,0.6666666666666666,0.4,10,4,"{'SITTING': 2, 'RUNNING': 1, 'LYING_DOWN': 1, 'JUMPING': 3, 'STAND_UP': 1, 'STANDING': 2}","{'FALL_BACKWARD': 1, 'FALL_FORWARD': 5, 'FALL_FROM_SITTING': 1, 'FALL_LEFT': 1, 'FALL_RIGHT': 2}"
watch,30.0,0.45,None,1,3,1.0,0.5,0.6666666666666666,0.4,10,4,"{'SITTING': 2, 'RUNNING': 1, 'LYING_DOWN': 1, 'JUMPING': 3, 'STAND_UP': 1, 'STANDING': 2}","{'FALL_BACKWARD': 1, 'FALL_FORWARD': 5, 'FALL_FROM_SITTING': 1, 'FALL_LEFT': 1, 'FALL_RIGHT': 2}"
watch,30.0,0.45,8.0,1,3,1.0,0.5,0.6666666666666666,0.4,10,4,"{'SITTING': 2, 'RUNNING': 1, 'LYING_DOWN': 1, 'JUMPING': 3, 'STAND_UP': 1, 'STANDING': 2}","{'FALL_BACKWARD': 1, 'FALL_FORWARD': 5, 'FALL_FROM_SITTING': 1, 'FALL_LEFT': 1, 'FALL_RIGHT': 2}"
watch,18.0,0.4,None,2,3,1.0,0.47619047619047616,0.6451612903225806,0.44,11,3,"{'SITTING': 2, 'STANDING': 3, 'LYING_DOWN': 1, 'JUMPING': 3, 'STAND_UP': 2}","{'FALL_BACKWARD': 1, 'FALL_FORWARD': 5, 'FALL_FROM_SITTING': 1, 'FALL_LEFT': 1, 'FALL_RIGHT': 2}"
watch,18.0,0.4,8.0,2,3,1.0,0.47619047619047616,0.6451612903225806,0.44,11,3,"{'SITTING': 2, 'STANDING': 3, 'LYING_DOWN': 1, 'JUMPING': 3, 'STAND_UP': 2}","{'FALL_BACKWARD': 1, 'FALL_FORWARD': 5, 'FALL_FROM_SITTING': 1, 'FALL_LEFT': 1, 'FALL_RIGHT': 2}"
watch,20.0,0.4,None,2,3,1.0,0.47619047619047616,0.6451612903225806,0.44,11,3,"{'SITTING': 2, 'STANDING': 3, 'LYING_DOWN': 1, 'JUMPING': 3, 'STAND_UP': 2}","{'FALL_BACKWARD': 1, 'FALL_FORWARD': 5, 'FALL_FROM_SITTING': 1, 'FALL_LEFT': 1, 'FALL_RIGHT': 2}"
watch,20.0,0.4,8.0,2,3,1.0,0.47619047619047616,0.6451612903225806,0.44,11,3,"{'SITTING': 2, 'STANDING': 3, 'LYING_DOWN': 1, 'JUMPING': 3, 'STAND_UP': 2}","{'FALL_BACKWARD': 1, 'FALL_FORWARD': 5, 'FALL_FROM_SITTING': 1, 'FALL_LEFT': 1, 'FALL_RIGHT': 2}"
watch,22.0,0.4,None,2,3,1.0,0.47619047619047616,0.6451612903225806,0.44,11,3,"{'SITTING': 2, 'STANDING': 3, 'LYING_DOWN': 1, 'JUMPING': 3, 'STAND_UP': 2}","{'FALL_BACKWARD': 1, 'FALL_FORWARD': 5, 'FALL_FROM_SITTING': 1, 'FALL_LEFT': 1, 'FALL_RIGHT': 2}"
watch,22.0,0.4,8.0,2,3,1.0,0.47619047619047616,0.6451612903225806,0.44,11,3,"{'SITTING': 2, 'STANDING': 3, 'LYING_DOWN': 1, 'JUMPING': 3, 'STAND_UP': 2}","{'FALL_BACKWARD': 1, 'FALL_FORWARD': 5, 'FALL_FROM_SITTING': 1, 'FALL_LEFT': 1, 'FALL_RIGHT': 2}"
